Date,NASTRAN,Abaqus,Fluent,CFX,Sandybridge,Ivybridge,Ivybridge2,Haswell,Broadwell,Skylake,R5_Ivybridge,R5_Haswell2,R5_Broadwell,R5_Broadwell2,R5_Skylake,Cascadelake,Milan
2023-02-03 14:00:00,68,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68
2023-02-03 15:00:00,69,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69
2023-02-03 16:00:00,69,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69
2023-02-03 17:00:00,69,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69
2023-02-03 18:00:00,69,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69
2023-02-03 19:00:00,69,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69
2023-02-03 20:00:00,69,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69
2023-02-03 21:00:00,69,82,76,55,30,17,23,44,69,82,76,55,30,17,23,44,69
2023-02-03 22:00:00,69,82,76,55,30,17,23,44,69,82,76,55,30,17,23,44,69
2023-02-03 23:00:00,69,82,76,54,30,17,23,45,69,82,76,54,30,17,23,45,69
2023-02-04 00:00:00,69,82,76,54,30,17,23,45,69,82,76,54,30,17,23,45,69
2023-02-04 01:00:00,69,82,76,54,30,17,23,45,69,82,76,54,30,17,23,45,69
2023-02-04 02:00:00,70,83,76,54,29,16,23,45,70,83,76,54,29,16,23,45,70
2023-02-04 03:00:00,70,83,76,54,29,16,23,45,70,83,76,54,29,16,23,45,70
2023-02-04 04:00:00,70,83,76,54,29,16,23,45,70,83,76,54,29,16,23,45,70
2023-02-04 05:00:00,70,83,76,54,29,16,23,45,70,83,76,54,29,16,23,45,70
2023-02-04 06:00:00,70,83,76,54,29,16,23,45,70,83,76,54,29,16,23,45,70
2023-02-04 07:00:00,70,83,76,54,29,16,23,45,70,83,76,54,29,16,23,45,70
2023-02-04 08:00:00,70,83,76,53,29,16,23,46,70,83,76,53,29,16,23,46,70
2023-02-04 09:00:00,70,83,76,53,29,16,23,46,70,83,76,53,29,16,23,46,70
2023-02-04 10:00:00,70,83,76,53,29,16,23,46,70,83,76,53,29,16,23,46,70
2023-02-04 11:00:00,70,83,75,53,29,16,24,46,70,83,75,53,29,16,24,46,70
2023-02-04 12:00:00,70,83,75,53,29,16,24,46,70,83,75,53,29,16,24,46,70
2023-02-04 13:00:00,71,83,75,53,28,16,24,46,71,83,75,53,28,16,24,46,71
2023-02-04 14:00:00,71,83,75,53,28,16,24,46,71,83,75,53,28,16,24,46,71
2023-02-04 15:00:00,71,83,75,53,28,16,24,46,71,83,75,53,28,16,24,46,71
2023-02-04 16:00:00,71,83,75,53,28,16,24,46,71,83,75,53,28,16,24,46,71
2023-02-04 17:00:00,71,83,75,52,28,16,24,47,71,83,75,52,28,16,24,47,71
2023-02-04 18:00:00,71,83,75,52,28,16,24,47,71,83,75,52,28,16,24,47,71
2023-02-04 19:00:00,71,83,75,52,28,16,24,47,71,83,75,52,28,16,24,47,71
2023-02-04 20:00:00,71,83,75,52,28,16,24,47,71,83,75,52,28,16,24,47,71
2023-02-04 21:00:00,71,83,75,52,28,16,24,47,71,83,75,52,28,16,24,47,71
2023-02-04 22:00:00,71,83,75,52,28,16,24,47,71,83,75,52,28,16,24,47,71
2023-02-04 23:00:00,71,83,75,52,28,16,24,47,71,83,75,52,28,16,24,47,71
2023-02-05 00:00:00,72,83,74,52,27,16,25,47,72,83,74,52,27,16,25,47,72
2023-02-05 01:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 02:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 03:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 04:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 05:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 06:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 07:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 08:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 09:00:00,72,83,74,51,27,16,25,48,72,83,74,51,27,16,25,48,72
2023-02-05 10:00:00,72,83,74,50,27,16,25,49,72,83,74,50,27,16,25,49,72
2023-02-05 11:00:00,72,83,74,50,27,16,25,49,72,83,74,50,27,16,25,49,72
2023-02-05 12:00:00,73,83,74,50,26,16,25,49,73,83,74,50,26,16,25,49,73
2023-02-05 13:00:00,73,83,73,50,26,16,26,49,73,83,73,50,26,16,26,49,73
2023-02-05 14:00:00,73,83,73,50,26,16,26,49,73,83,73,50,26,16,26,49,73
2023-02-05 15:00:00,73,83,73,50,26,16,26,49,73,83,73,50,26,16,26,49,73
2023-02-05 16:00:00,73,83,73,50,26,16,26,49,73,83,73,50,26,16,26,49,73
2023-02-05 17:00:00,73,83,73,50,26,16,26,49,73,83,73,50,26,16,26,49,73
2023-02-05 18:00:00,73,83,73,49,26,16,26,50,73,83,73,49,26,16,26,50,73
2023-02-05 19:00:00,73,83,73,49,26,16,26,50,73,83,73,49,26,16,26,50,73
2023-02-05 20:00:00,73,83,73,49,26,16,26,50,73,83,73,49,26,16,26,50,73
2023-02-05 21:00:00,73,83,73,49,26,16,26,50,73,83,73,49,26,16,26,50,73
2023-02-05 22:00:00,73,83,73,49,26,16,26,50,73,83,73,49,26,16,26,50,73
2023-02-05 23:00:00,73,83,73,49,26,16,26,50,73,83,73,49,26,16,26,50,73
2023-02-06 00:00:00,74,83,73,49,25,16,26,50,74,83,73,49,25,16,26,50,74
2023-02-06 01:00:00,74,83,72,49,25,16,27,50,74,83,72,49,25,16,27,50,74
2023-02-06 02:00:00,74,83,72,49,25,16,27,50,74,83,72,49,25,16,27,50,74
2023-02-06 03:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 04:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 05:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 06:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 07:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 08:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 09:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 10:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 11:00:00,74,83,72,48,25,16,27,51,74,83,72,48,25,16,27,51,74
2023-02-06 12:00:00,75,83,72,47,24,16,27,52,75,83,72,47,24,16,27,52,75
2023-02-06 13:00:00,75,83,71,47,24,16,28,52,75,83,71,47,24,16,28,52,75
2023-02-06 14:00:00,75,83,71,47,24,16,28,52,75,83,71,47,24,16,28,52,75
2023-02-06 15:00:00,75,83,71,47,24,16,28,52,75,83,71,47,24,16,28,52,75
2023-02-06 16:00:00,75,83,71,47,24,16,28,52,75,83,71,47,24,16,28,52,75
2023-02-06 17:00:00,75,83,71,47,24,16,28,52,75,83,71,47,24,16,28,52,75
2023-02-06 18:00:00,75,83,71,47,24,16,28,52,75,83,71,47,24,16,28,52,75
2023-02-06 19:00:00,75,83,71,47,24,16,28,52,75,83,71,47,24,16,28,52,75
2023-02-06 20:00:00,75,83,71,46,24,16,28,53,75,83,71,46,24,16,28,53,75
2023-02-06 21:00:00,75,83,71,46,24,16,28,53,75,83,71,46,24,16,28,53,75
2023-02-06 22:00:00,75,83,71,46,24,16,28,53,75,83,71,46,24,16,28,53,75
2023-02-06 23:00:00,75,83,71,46,24,16,28,53,75,83,71,46,24,16,28,53,75
2023-02-07 00:00:00,75,83,70,46,24,16,29,53,75,83,70,46,24,16,29,53,75
2023-02-07 01:00:00,75,83,70,46,24,16,29,53,75,83,70,46,24,16,29,53,75
2023-02-07 02:00:00,76,83,70,46,23,16,29,53,76,83,70,46,23,16,29,53,76
2023-02-07 03:00:00,76,83,70,46,23,16,29,53,76,83,70,46,23,16,29,53,76
2023-02-07 04:00:00,76,83,70,46,23,16,29,53,76,83,70,46,23,16,29,53,76
2023-02-07 05:00:00,76,83,70,45,23,16,29,54,76,83,70,45,23,16,29,54,76
2023-02-07 06:00:00,76,83,70,45,23,16,29,54,76,83,70,45,23,16,29,54,76
2023-02-07 07:00:00,76,83,70,45,23,16,29,54,76,83,70,45,23,16,29,54,76
2023-02-07 08:00:00,76,83,70,45,23,16,29,54,76,83,70,45,23,16,29,54,76
2023-02-07 09:00:00,76,83,70,45,23,16,29,54,76,83,70,45,23,16,29,54,76
2023-02-07 10:00:00,76,83,70,45,23,16,29,54,76,83,70,45,23,16,29,54,76
2023-02-07 11:00:00,76,82,69,45,23,17,30,54,76,82,69,45,23,17,30,54,76
2023-02-07 12:00:00,76,82,69,45,23,17,30,54,76,82,69,45,23,17,30,54,76
2023-02-07 13:00:00,76,82,69,44,23,17,30,55,76,82,69,44,23,17,30,55,76
2023-02-07 14:00:00,76,82,69,44,23,17,30,55,76,82,69,44,23,17,30,55,76
2023-02-07 15:00:00,76,82,69,44,23,17,30,55,76,82,69,44,23,17,30,55,76
2023-02-07 16:00:00,77,82,69,44,22,17,30,55,77,82,69,44,22,17,30,55,77
2023-02-07 17:00:00,77,82,69,44,22,17,30,55,77,82,69,44,22,17,30,55,77
2023-02-07 18:00:00,77,82,69,44,22,17,30,55,77,82,69,44,22,17,30,55,77
2023-02-07 19:00:00,77,82,69,44,22,17,30,55,77,82,69,44,22,17,30,55,77
2023-02-07 20:00:00,77,82,69,44,22,17,30,55,77,82,69,44,22,17,30,55,77
2023-02-07 21:00:00,77,82,69,44,22,17,30,55,77,82,69,44,22,17,30,55,77
2023-02-07 22:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-07 23:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 00:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 01:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 02:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 03:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 04:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 05:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 06:00:00,77,82,68,43,22,17,31,56,77,82,68,43,22,17,31,56,77
2023-02-08 07:00:00,78,82,68,42,21,17,31,57,78,82,68,42,21,17,31,57,78
2023-02-08 08:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 09:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 10:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 11:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 12:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 13:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 14:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 15:00:00,78,82,67,42,21,17,32,57,78,82,67,42,21,17,32,57,78
2023-02-08 16:00:00,78,82,67,41,21,17,32,58,78,82,67,41,21,17,32,58,78
2023-02-08 17:00:00,78,82,67,41,21,17,32,58,78,82,67,41,21,17,32,58,78
2023-02-08 18:00:00,78,82,66,41,21,17,33,58,78,82,66,41,21,17,33,58,78
2023-02-08 19:00:00,78,82,66,41,21,17,33,58,78,82,66,41,21,17,33,58,78
2023-02-08 20:00:00,78,82,66,41,21,17,33,58,78,82,66,41,21,17,33,58,78
2023-02-08 21:00:00,78,82,66,41,21,17,33,58,78,82,66,41,21,17,33,58,78
2023-02-08 22:00:00,78,82,66,41,21,17,33,58,78,82,66,41,21,17,33,58,78
2023-02-08 23:00:00,78,82,66,41,21,17,33,58,78,82,66,41,21,17,33,58,78
2023-02-09 00:00:00,79,82,66,41,20,17,33,58,79,82,66,41,20,17,33,58,79
2023-02-09 01:00:00,79,82,66,40,20,17,33,59,79,82,66,40,20,17,33,59,79
2023-02-09 02:00:00,79,82,66,40,20,17,33,59,79,82,66,40,20,17,33,59,79
2023-02-09 03:00:00,79,82,66,40,20,17,33,59,79,82,66,40,20,17,33,59,79
2023-02-09 04:00:00,79,81,65,40,20,18,34,59,79,81,65,40,20,18,34,59,79
2023-02-09 05:00:00,79,81,65,40,20,18,34,59,79,81,65,40,20,18,34,59,79
2023-02-09 06:00:00,79,81,65,40,20,18,34,59,79,81,65,40,20,18,34,59,79
2023-02-09 07:00:00,79,81,65,40,20,18,34,59,79,81,65,40,20,18,34,59,79
2023-02-09 08:00:00,79,81,65,40,20,18,34,59,79,81,65,40,20,18,34,59,79
2023-02-09 09:00:00,79,81,65,40,20,18,34,59,79,81,65,40,20,18,34,59,79
2023-02-09 10:00:00,79,81,65,39,20,18,34,60,79,81,65,39,20,18,34,60,79
2023-02-09 11:00:00,79,81,65,39,20,18,34,60,79,81,65,39,20,18,34,60,79
2023-02-09 12:00:00,79,81,65,39,20,18,34,60,79,81,65,39,20,18,34,60,79
2023-02-09 13:00:00,79,81,65,39,20,18,34,60,79,81,65,39,20,18,34,60,79
2023-02-09 14:00:00,79,81,64,39,20,18,35,60,79,81,64,39,20,18,35,60,79
2023-02-09 15:00:00,79,81,64,39,20,18,35,60,79,81,64,39,20,18,35,60,79
2023-02-09 16:00:00,79,81,64,39,20,18,35,60,79,81,64,39,20,18,35,60,79
2023-02-09 17:00:00,79,81,64,39,20,18,35,60,79,81,64,39,20,18,35,60,79
2023-02-09 18:00:00,80,81,64,39,19,18,35,60,80,81,64,39,19,18,35,60,80
2023-02-09 19:00:00,80,81,64,38,19,18,35,61,80,81,64,38,19,18,35,61,80
2023-02-09 20:00:00,80,81,64,38,19,18,35,61,80,81,64,38,19,18,35,61,80
2023-02-09 21:00:00,80,81,64,38,19,18,35,61,80,81,64,38,19,18,35,61,80
2023-02-09 22:00:00,80,81,64,38,19,18,35,61,80,81,64,38,19,18,35,61,80
2023-02-09 23:00:00,80,81,63,38,19,18,36,61,80,81,63,38,19,18,36,61,80
2023-02-10 00:00:00,80,81,63,38,19,18,36,61,80,81,63,38,19,18,36,61,80
2023-02-10 01:00:00,80,81,63,38,19,18,36,61,80,81,63,38,19,18,36,61,80
2023-02-10 02:00:00,80,81,63,38,19,18,36,61,80,81,63,38,19,18,36,61,80
2023-02-10 03:00:00,80,81,63,38,19,18,36,61,80,81,63,38,19,18,36,61,80
2023-02-10 04:00:00,80,81,63,37,19,18,36,62,80,81,63,37,19,18,36,62,80
2023-02-10 05:00:00,80,81,63,37,19,18,36,62,80,81,63,37,19,18,36,62,80
2023-02-10 06:00:00,80,80,63,37,19,19,36,62,80,80,63,37,19,19,36,62,80
2023-02-10 07:00:00,80,80,63,37,19,19,36,62,80,80,63,37,19,19,36,62,80
2023-02-10 08:00:00,80,80,63,37,19,19,36,62,80,80,63,37,19,19,36,62,80
2023-02-10 09:00:00,80,80,62,37,19,19,37,62,80,80,62,37,19,19,37,62,80
2023-02-10 10:00:00,80,80,62,37,19,19,37,62,80,80,62,37,19,19,37,62,80
2023-02-10 11:00:00,80,80,62,37,19,19,37,62,80,80,62,37,19,19,37,62,80
2023-02-10 12:00:00,80,80,62,37,19,19,37,62,80,80,62,37,19,19,37,62,80
2023-02-10 13:00:00,80,80,62,36,19,19,37,63,80,80,62,36,19,19,37,63,80
2023-02-10 14:00:00,80,80,62,36,19,19,37,63,80,80,62,36,19,19,37,63,80
2023-02-10 15:00:00,80,80,62,36,19,19,37,63,80,80,62,36,19,19,37,63,80
2023-02-10 16:00:00,81,80,62,36,18,19,37,63,81,80,62,36,18,19,37,63,81
2023-02-10 17:00:00,81,80,62,36,18,19,37,63,81,80,62,36,18,19,37,63,81
2023-02-10 18:00:00,81,80,61,36,18,19,38,63,81,80,61,36,18,19,38,63,81
2023-02-10 19:00:00,81,80,61,36,18,19,38,63,81,80,61,36,18,19,38,63,81
2023-02-10 20:00:00,81,80,61,36,18,19,38,63,81,80,61,36,18,19,38,63,81
2023-02-10 21:00:00,81,80,61,36,18,19,38,63,81,80,61,36,18,19,38,63,81
2023-02-10 22:00:00,81,80,61,36,18,19,38,63,81,80,61,36,18,19,38,63,81
2023-02-10 23:00:00,81,80,61,35,18,19,38,64,81,80,61,35,18,19,38,64,81
2023-02-11 00:00:00,81,80,61,35,18,19,38,64,81,80,61,35,18,19,38,64,81
2023-02-11 01:00:00,81,80,61,35,18,19,38,64,81,80,61,35,18,19,38,64,81
2023-02-11 02:00:00,81,80,61,35,18,19,38,64,81,80,61,35,18,19,38,64,81
2023-02-11 03:00:00,81,80,60,35,18,19,39,64,81,80,60,35,18,19,39,64,81
2023-02-11 04:00:00,81,79,60,35,18,20,39,64,81,79,60,35,18,20,39,64,81
2023-02-11 05:00:00,81,79,60,35,18,20,39,64,81,79,60,35,18,20,39,64,81
2023-02-11 06:00:00,81,79,60,35,18,20,39,64,81,79,60,35,18,20,39,64,81
2023-02-11 07:00:00,81,79,60,35,18,20,39,64,81,79,60,35,18,20,39,64,81
2023-02-11 08:00:00,81,79,60,34,18,20,39,65,81,79,60,34,18,20,39,65,81
2023-02-11 09:00:00,81,79,60,34,18,20,39,65,81,79,60,34,18,20,39,65,81
2023-02-11 10:00:00,81,79,60,34,18,20,39,65,81,79,60,34,18,20,39,65,81
2023-02-11 11:00:00,81,79,60,34,18,20,39,65,81,79,60,34,18,20,39,65,81
2023-02-11 12:00:00,81,79,59,34,18,20,40,65,81,79,59,34,18,20,40,65,81
2023-02-11 13:00:00,81,79,59,34,18,20,40,65,81,79,59,34,18,20,40,65,81
2023-02-11 14:00:00,81,79,59,34,18,20,40,65,81,79,59,34,18,20,40,65,81
2023-02-11 15:00:00,81,79,59,34,18,20,40,65,81,79,59,34,18,20,40,65,81
2023-02-11 16:00:00,81,79,59,34,18,20,40,65,81,79,59,34,18,20,40,65,81
2023-02-11 17:00:00,81,79,59,34,18,20,40,65,81,79,59,34,18,20,40,65,81
2023-02-11 18:00:00,82,79,59,33,17,20,40,66,82,79,59,33,17,20,40,66,82
2023-02-11 19:00:00,82,79,59,33,17,20,40,66,82,79,59,33,17,20,40,66,82
2023-02-11 20:00:00,82,79,59,33,17,20,40,66,82,79,59,33,17,20,40,66,82
2023-02-11 21:00:00,82,79,58,33,17,20,41,66,82,79,58,33,17,20,41,66,82
2023-02-11 22:00:00,82,78,58,33,17,21,41,66,82,78,58,33,17,21,41,66,82
2023-02-11 23:00:00,82,78,58,33,17,21,41,66,82,78,58,33,17,21,41,66,82
2023-02-12 00:00:00,82,78,58,33,17,21,41,66,82,78,58,33,17,21,41,66,82
2023-02-12 01:00:00,82,78,58,33,17,21,41,66,82,78,58,33,17,21,41,66,82
2023-02-12 02:00:00,82,78,58,33,17,21,41,66,82,78,58,33,17,21,41,66,82
2023-02-12 03:00:00,82,78,58,33,17,21,41,66,82,78,58,33,17,21,41,66,82
2023-02-12 04:00:00,82,78,58,32,17,21,41,67,82,78,58,32,17,21,41,67,82
2023-02-12 05:00:00,82,78,58,32,17,21,41,67,82,78,58,32,17,21,41,67,82
2023-02-12 06:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 07:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 08:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 09:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 10:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 11:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 12:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 13:00:00,82,78,57,32,17,21,42,67,82,78,57,32,17,21,42,67,82
2023-02-12 14:00:00,82,78,57,31,17,21,42,68,82,78,57,31,17,21,42,68,82
2023-02-12 15:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 16:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 17:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 18:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 19:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 20:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 21:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 22:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-12 23:00:00,82,77,56,31,17,22,43,68,82,77,56,31,17,22,43,68,82
2023-02-13 00:00:00,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69,82
2023-02-13 01:00:00,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69,82
2023-02-13 02:00:00,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69,82
2023-02-13 03:00:00,82,77,55,30,17,22,44,69,82,77,55,30,17,22,44,69,82
